Depthm,T_degC,Salnty,O2ml_L
26,12.36,33.21,NA
30,12.34,33.222,NA
49,12.24,33.26,NA
50,12.23,33.261,NA
75,12.06,33.28,NA
100,11.93,33.307,NA
101,11.92,33.31,NA
125,10.72,33.361,NA
150,9.31,33.49,NA
199,8.53,33.96,NA
200,8.52,33.964,NA
250,7.82,34.035,NA
300,7.24,34.109,NA
301,7.23,34.11,NA
400,6.41,34.14,NA
401,6.4,34.14,NA
500,5.89,34.199,NA
600,5.5,34.269,NA
602,5.49,34.27,NA
700,5.01,34.346,NA
800,4.55,34.415,NA
891,4.16,34.47,NA
900,4.14,34.47,NA
1000,3.88,34.469,NA
1100,3.62,34.469,NA
1200,3.36,34.47,NA
1227,3.29,34.47,NA
0,13.9,33.31,NA
9,14.02,33.31,NA
10,14.01,33.313,NA
20,13.88,33.338,NA
25,13.77,33.35,NA
30,13.68,33.343,NA
47,13.42,33.3,NA
50,13.41,33.298,NA
72,13.36,33.28,NA
75,13.37,33.269,NA
98,13.4,33.19,NA
100,13.38,33.195,NA
125,13.09,33.251,NA
146,12.84,33.3,NA
150,12.63,33.308,NA
194,10.13,33.46,NA
200,9.93,33.503,NA
250,8.64,33.851,NA
293,8.12,34.11,NA
300,8.03,34.107,NA
392,7.06,34.13,NA
400,6.99,34.133,NA
500,6.14,34.175,NA
587,5.54,34.22,NA
600,5.48,34.226,NA
700,5,34.274,NA
800,4.52,34.326,NA
862,4.22,34.36,NA
0,14.4,33.51,NA
9,14.43,33.66,NA
10,14.43,33.657,NA
20,14.42,33.586,NA
26,14.41,33.51,NA
30,14.4,33.51,NA
48,14.36,33.51,NA
50,14.33,33.499,NA
74,13.93,33.35,NA
75,13.92,33.353,NA
99,13.72,33.48,NA
100,13.71,33.478,NA
125,13.5,33.485,NA
148,13.31,33.49,NA
150,13.18,33.488,NA
196,9.91,33.53,NA
200,9.75,33.549,NA
250,8.32,33.796,NA
296,7.87,34.02,NA
300,7.82,34.032,NA
395,6.82,34.22,NA
400,6.77,34.22,NA
500,5.91,34.22,NA
594,5.26,34.22,NA
600,5.23,34.225,NA
700,4.74,34.314,NA
800,4.35,34.41,NA
878,4.13,34.49,NA
900,4.08,34.496,NA
1000,3.84,34.522,NA
1100,3.61,34.55,NA
1200,3.38,34.578,NA
1207,3.36,34.58,NA
0,15.6,33.86,NA
8,15.64,33.8,NA
10,15.63,33.796,NA
20,15.53,33.766,NA
24,15.48,33.75,NA
30,15.45,33.758,NA
46,15.41,33.8,NA
50,15.39,33.809,NA
70,15.3,33.84,NA
75,15.3,33.836,NA
94,15.28,33.82,NA
100,15.07,33.786,NA
125,13.88,33.643,NA
139,12.99,33.57,NA
150,12.31,33.561,NA
184,10.34,33.62,NA
200,9.79,33.676,NA
250,8.63,33.864,NA
276,8.36,33.96,NA
300,8.05,34.024,NA
369,7.42,34.16,NA
400,7.22,34.193,NA
500,6.68,34.26,NA
555,6.44,34.27,NA
600,6.14,34.292,NA
700,5.5,34.341,NA
800,4.88,34.388,NA
827,4.72,34.4,NA
900,4.48,34.425,NA
1000,4.16,34.46,NA
1100,3.84,34.497,NA
1159,3.65,34.52,NA
0,15.3,33.75,NA
9,15.38,33.78,NA
10,15.38,33.782,NA
20,15.37,33.806,NA
26,15.36,33.82,NA
30,15.36,33.817,NA
49,15.33,33.8,NA
50,15.32,33.798,NA
75,15.18,33.771,NA
76,15.17,33.77,NA
100,14.55,33.615,NA
102,14.49,33.6,NA
125,13.97,33.586,NA
150,13.19,33.615,NA
152,13.12,33.62,NA
200,10.21,33.62,NA
203,10.02,33.62,NA
250,8.6,33.799,NA
300,7.82,33.997,NA
306,7.78,34.02,NA
400,6.69,34.136,NA
409,6.62,34.14,NA
500,6.02,34.228,NA
600,5.57,34.302,NA
614,5.52,34.31,NA
700,5.11,34.352,NA
800,4.67,34.391,NA
900,4.29,34.418,NA
907,4.26,34.42,NA
1000,4.02,34.444,NA
1100,3.76,34.47,NA
1200,3.5,34.497,NA
1245,3.38,34.51,NA
0,15.65,33.77,NA
9,15.61,33.82,NA
10,15.59,33.818,NA
20,15.37,33.779,NA
25,15.24,33.75,NA
30,15.19,33.755,NA
48,15.07,33.77,NA
50,15.04,33.76,NA
72,14.7,33.64,NA
75,14.66,33.633,NA
97,14.42,33.6,NA
100,14.39,33.593,NA
125,14.12,33.533,NA
143,13.93,33.49,NA
150,13.45,33.48,NA
189,10.48,33.53,NA
200,10.02,33.58,NA
250,8.56,33.815,NA
284,8.15,33.96,NA
300,7.88,33.99,NA
379,6.81,34.07,NA
400,6.62,34.091,NA
500,5.82,34.127,NA
570,NA,34.16,NA
600,5.2,34.267,NA
700,4.77,34.334,NA
800,4.52,34.383,NA
851,4.47,34.4,NA
900,4.31,34.422,NA
1000,4,34.468,NA
1100,3.68,34.515,NA
1192,3.39,34.56,NA
0,14.6,33.53,NA
9,14.83,33.46,NA
10,14.85,33.467,NA
20,15.01,33.562,NA
26,15.05,33.64,NA
30,15.03,33.64,NA
48,14.87,33.64,NA
50,14.86,33.64,NA
74,14.75,33.64,NA
75,14.75,33.641,NA
100,14.68,33.66,NA
125,14.2,33.572,NA
149,13.36,33.39,NA
150,13.3,33.391,NA
198,10.44,33.57,NA
200,10.36,33.579,NA
250,8.81,33.799,NA
299,7.99,33.96,NA
300,7.97,33.962,NA
400,6.61,34.05,NA
500,5.77,34.144,NA
600,5.23,34.23,NA
700,4.83,34.309,NA
800,4.51,34.375,NA
886,4.3,34.42,NA
900,4.26,34.423,NA
1000,3.99,34.443,NA
1100,3.72,34.464,NA
1200,3.44,34.486,NA
1219,3.39,34.49,NA
0,14.75,33.62,NA
9,14.92,33.62,NA
10,14.72,33.635,NA
20,14.69,33.651,NA
26,14.67,33.66,NA
30,14.66,33.668,NA
49,14.6,33.68,NA
50,14.59,33.677,NA
75,14.42,33.57,NA
100,14.27,33.514,NA
101,14.26,33.51,NA
125,13.54,33.425,NA
150,12.39,33.37,NA
199,9.51,33.53,NA
200,9.48,33.534,NA
250,8.23,33.728,NA
300,7.8,33.887,NA
301,7.8,33.89,NA
400,7.11,34.107,NA
402,7.1,34.11,NA
500,6.53,34.15,NA
600,5.95,34.196,NA
605,5.41,34.2,NA
700,5.37,34.247,NA
800,4.8,34.302,NA
896,4.24,34.36,NA
0,14.95,33.64,NA
9,14.9,33.64,NA
10,14.9,33.639,NA
20,14.86,33.626,NA
25,14.84,33.62,NA
30,14.82,33.611,NA
48,14.75,33.58,NA
50,14.74,33.587,NA
74,14.68,33.66,NA
75,14.68,33.656,NA
100,14.56,33.58,NA
125,13.3,33.512,NA
149,11.73,33.51,NA
150,11.67,33.513,NA
198,9.33,33.73,NA
200,9.31,33.746,NA
250,8.75,34.052,NA
298,8.22,34.16,NA
300,8.2,34.163,NA
399,7.23,34.2,NA
400,7.22,34.201,NA
500,6.38,34.264,NA
600,5.68,34.33,NA
700,5.16,34.369,NA
800,4.73,34.4,NA
888,4.43,34.42,NA
900,4.39,34.423,NA
1000,4.09,34.451,NA
1100,3.79,34.481,NA
1200,3.49,34.512,NA
1227,3.41,34.52,NA
0,14.2,33.49,NA
9,14.22,33.49,NA
10,14.21,33.488,NA
20,14.1,33.471,NA
26,14.02,33.46,NA
30,14,33.462,NA
50,13.9,33.48,NA
75,13.72,33.462,NA
76,13.71,33.46,NA
100,12.96,33.344,NA
103,12.83,33.33,NA
125,11.46,33.336,NA
150,9.98,33.459,NA
154,9.75,33.49,NA
200,9.25,33.932,NA
204,9.21,33.96,NA
250,8.66,34.104,NA
300,8.05,34.098,NA
308,7.95,34.11,NA
400,6.91,34.11,NA
413,6.78,34.11,NA
500,6.19,34.178,NA
600,5.68,34.269,NA
621,5.6,34.29,NA
700,5.22,34.316,NA
800,4.74,34.353,NA
900,4.26,34.392,NA
919,4.17,34.4,NA
0,13.8,33.48,NA
9,13.81,33.46,NA
10,13.78,33.46,NA
20,13.43,33.468,NA
26,13.19,33.48,NA
30,13.16,33.484,NA
49,13.03,33.51,NA
50,12.95,33.501,NA
75,10.84,33.35,NA
100,9.95,33.549,NA
102,9.91,33.57,NA
125,9.39,33.685,NA
150,8.97,33.775,NA
152,8.94,33.78,NA
200,8.16,33.947,NA
201,8.15,33.95,NA
250,7.91,34.074,NA
300,7.76,34.138,NA
304,7.75,34.14,NA
400,6.48,34.058,NA
407,6.38,34.05,NA
500,5.61,34.072,NA
600,5.07,34.148,NA
612,5.02,34.16,NA
700,4.7,34.266,NA
800,4.4,34.378,NA
900,4.19,34.481,NA
909,4.18,34.49,NA
1000,3.96,34.478,NA
1100,3.71,34.466,NA
1200,3.46,34.456,NA
1253,3.33,34.45,NA
0,14.5,33.46,NA
8,14.51,33.62,NA
10,14.5,33.622,NA
20,14.46,33.635,NA
24,14.44,33.64,NA
30,14.36,33.665,NA
45,14.08,33.71,NA
50,14,33.698,NA
69,13.45,33.6,NA
75,13.05,33.548,NA
93,11.69,33.44,NA
100,11.22,33.49,NA
125,9.85,33.722,NA
138,9.32,33.87,NA
150,9.09,33.837,NA
183,8.8,33.82,NA
200,8.63,33.873,NA
250,8.15,34.061,NA
277,7.9,34.18,NA
300,7.64,34.206,NA
371,6.89,34.23,NA
400,6.67,34.244,NA
500,6.04,34.289,NA
558,5.77,34.31,NA
600,5.56,34.322,NA
700,5.1,34.349,NA
800,4.7,34.373,NA
831,4.59,34.38,NA
900,4.38,34.4,NA
1000,4.07,34.431,NA
1100,3.76,34.463,NA
1152,3.6,34.48,NA
0,14.7,33.53,NA
9,14.59,33.62,NA
10,14.58,33.618,NA
20,14.52,33.597,NA
26,14.46,33.58,NA
30,14.37,33.564,NA
48,13.87,33.51,NA
50,13.81,33.51,NA
74,13.07,33.58,NA
75,13.04,33.589,NA
100,12.28,33.8,NA
125,11.27,33.763,NA
150,10.26,33.68,NA
200,8.83,33.87,NA
250,8.22,34.006,NA
300,7.96,34.088,NA
302,7.96,34.09,NA
400,7.27,34.13,NA
403,7.25,34.13,NA
500,6.4,34.132,NA
600,5.57,34.139,NA
606,5.52,34.14,NA
700,5.06,34.203,NA
800,4.68,34.269,NA
895,4.42,34.33,NA
900,4.41,34.33,NA
1000,4.14,34.322,NA
1100,3.87,34.316,NA
1200,3.61,34.311,NA
1232,3.52,34.31,NA
0,13.78,33.4,NA
8,13.85,33.44,NA
10,13.86,33.451,NA
20,13.9,33.521,NA
21,13.9,33.53,NA
30,13.5,33.505,NA
42,12.72,33.44,NA
50,12.23,33.407,NA
62,11.5,33.4,NA
75,10.74,33.523,NA
84,10.28,33.62,NA
100,9.8,33.62,NA
122,9.43,33.62,NA
125,9.39,33.635,NA
150,9.09,33.78,NA
162,8.98,33.86,NA
200,8.66,33.983,NA
244,8.39,34.05,NA
250,8.37,34.056,NA
300,8.21,34.087,NA
327,8.12,34.09,NA
400,7.54,34.09,NA
493,6.69,34.09,NA
500,6.65,NA,NA
600,6.05,NA,NA
700,5.45,NA,NA
750,5.15,NA,NA
0,14.6,33.66,NA
8,14.59,33.66,NA
10,14.59,33.664,NA
20,14.59,33.684,NA
23,14.59,33.69,NA
30,14.58,33.677,NA
43,14.57,33.66,NA
50,14.47,33.654,NA
66,14.05,33.64,NA
75,13.67,33.623,NA
89,13.01,33.6,NA
100,12.57,33.582,NA
125,11.69,33.575,NA
132,10.57,33.87,NA
150,10.98,33.795,NA
175,10.43,33.69,NA
200,10.14,33.909,NA
250,9.74,34.325,NA
262,9.68,34.42,NA
300,9.19,34.448,NA
349,8.54,34.38,NA
400,8.04,34.362,NA
500,7.2,34.342,NA
521,7.05,34.34,NA
600,6.38,34.35,NA
700,5.62,34.378,NA
757,5.22,34.4,NA
800,5.03,34.415,NA
900,4.58,34.451,NA
1000,4.12,34.49,NA
1001,4.12,34.49,NA
0,14.65,33.62,NA
9,14.64,33.62,NA
10,14.63,33.62,NA
20,14.5,33.62,NA
26,14.4,33.62,NA
30,14.36,33.637,NA
49,14.02,33.71,NA
50,13.98,33.709,NA
75,12.69,33.66,NA
100,11.05,33.62,NA
101,10.99,33.62,NA
125,10.03,33.684,NA
150,9.45,33.8,NA
199,9.05,34.07,NA
200,9.04,34.072,NA
250,8.74,34.1,NA
300,8.43,34.129,NA
302,8.42,34.13,NA
400,7.53,34.263,NA
405,7.48,34.27,NA
500,6.68,34.306,NA
600,5.94,34.308,NA
609,5.88,34.31,NA
700,5.39,34.335,NA
800,4.94,34.366,NA
900,4.57,34.4,NA
1000,4.23,34.446,NA
1100,3.89,34.494,NA
1200,3.55,34.544,NA
1232,3.44,34.56,NA
0,14.7,33.49,NA
9,14.7,33.69,NA
10,14.7,33.687,NA
20,14.69,33.606,NA
25,14.69,33.53,NA
30,14.68,33.531,NA
47,14.59,33.58,NA
50,14.58,33.578,NA
70,14.39,33.55,NA
75,14.29,33.545,NA
93,13.8,33.53,NA
100,13.58,33.525,NA
125,12.71,33.501,NA
134,12.35,33.49,NA
150,11.46,33.388,NA
200,9.14,33.354,NA
202,9.06,33.35,NA
244,8.9,33.96,NA
250,8.87,33.969,NA
300,8.52,34.038,NA
330,8.26,34.07,NA
400,7.53,34.156,NA
489,6.6,34.25,NA
500,6.52,34.255,NA
600,5.86,34.29,NA
700,5.36,34.309,NA
725,5.26,34.31,NA
800,4.97,34.356,NA
900,4.57,34.418,NA
1000,4.18,34.483,NA
1011,4.14,34.49,NA
0,14.68,33.6,NA
8,14.67,33.51,NA
10,14.67,33.521,NA
20,14.69,33.617,NA
23,14.7,33.66,NA
30,14.59,33.663,NA
44,14.34,33.62,NA
50,14.32,33.607,NA
66,14.26,33.58,NA
75,14.14,33.58,NA
89,13.8,33.58,NA
100,13.2,33.596,NA
125,11.69,33.679,NA
131,11.29,33.71,NA
150,10.48,33.819,NA
173,9.72,33.95,NA
200,9.12,34.022,NA
250,8.49,34.104,NA
258,8.45,34.11,NA
300,8.38,34.23,NA
343,8.3,34.34,NA
400,7.76,34.34,NA
500,6.63,34.34,NA
513,6.47,34.34,NA
600,5.87,34.358,NA
700,5.33,34.383,NA
765,5.06,34.4,NA
800,4.94,34.408,NA
900,4.58,34.432,NA
1000,4.23,34.458,NA
1100,3.88,34.486,NA
1113,3.83,34.49,NA
0,15.5,33.77,NA
8,15.48,33.77,NA
10,15.48,33.768,NA
20,15.48,33.755,NA
24,15.48,33.75,NA
30,15.36,33.718,NA
44,15.01,33.64,NA
50,14.91,33.622,NA
68,14.57,33.6,NA
75,14.4,33.606,NA
91,13.88,33.64,NA
100,13.37,33.674,NA
125,11.92,33.795,NA
136,11.25,33.86,NA
150,10.71,33.924,NA
180,9.84,34.04,NA
200,9.4,34.098,NA
250,8.61,34.199,NA
270,8.41,34.22,NA
300,8.19,34.239,NA
361,7.86,34.25,NA
400,7.52,34.261,NA
500,6.63,34.294,NA
542,6.24,34.31,NA
600,5.83,34.335,NA
700,5.22,34.378,NA
800,4.72,34.418,NA
804,4.7,34.42,NA
900,4.39,34.44,NA
1000,4.06,34.462,NA
1100,3.73,34.486,NA
1116,3.68,34.49,NA
0,15.3,33.69,NA
9,15.22,33.69,NA
10,15.21,33.691,NA
20,15.09,33.694,NA
25,15.01,NA,NA
30,14.95,33.684,NA
47,14.51,33.64,NA
50,14.34,33.616,NA
72,12.87,33.48,NA
75,12.67,33.485,NA
98,11.33,33.6,NA
100,11.26,33.61,NA
125,10.57,33.748,NA
145,10.33,33.87,NA
150,10.28,33.911,NA
192,10.01,34.23,NA
200,9.91,34.254,NA
250,9.23,34.277,NA
290,8.64,34.31,NA
300,8.53,34.315,NA
387,7.72,34.34,NA
400,7.6,34.342,NA
500,6.73,34.353,NA
582,6.09,34.36,NA
600,5.97,34.364,NA
700,5.38,34.387,NA
800,4.88,34.408,NA
865,4.61,34.42,NA
900,4.49,34.419,NA
1000,4.15,34.417,NA
1100,3.81,34.418,NA
1199,3.48,34.42,NA
0,15,33.64,NA
9,15.05,33.68,NA
10,15.05,33.679,NA
20,15.02,33.667,NA
26,15.01,33.66,NA
30,14.95,33.627,NA
49,14.63,33.49,NA
50,14.63,33.496,NA
75,14.4,33.6,NA
100,13.23,33.28,NA
125,11.75,33.249,NA
149,10.51,33.39,NA
150,10.48,33.398,NA
198,9.8,33.82,NA
200,9.78,33.832,NA
250,9.2,34.08,NA
299,8.7,34.21,NA
300,8.69,34.211,NA
400,7.65,34.32,NA
500,6.71,NA,NA
600,5.9,NA,NA
602,5.89,NA,NA
700,5.31,NA,NA
800,4.83,NA,NA
892,4.49,34.31,NA
900,4.47,NA,NA
1000,4.18,NA,NA
1100,3.88,NA,NA
1200,3.59,NA,NA
1232,3.5,34.33,NA
0,15.2,33.58,NA
9,15.2,33.78,NA
10,15.2,33.58,NA
20,15.21,33.581,NA
26,15.21,33.73,NA
30,15.18,33.582,NA
49,14.99,33.68,NA
50,14.98,33.586,NA
75,14.74,33.6,NA
100,14.38,33.606,NA
102,14.33,33.51,NA
125,12.78,33.621,NA
150,10.88,33.64,NA
151,10.8,33.52,NA
200,9.16,33.688,NA
201,9.14,33.78,NA
250,8.14,33.751,NA
300,7.49,33.828,NA
303,7.46,33.94,NA
400,6.61,34.028,NA
405,6.58,34.04,NA
500,6.13,34.211,NA
600,5.78,34.351,NA
608,5.76,34.36,NA
700,5.27,34.405,NA
800,4.75,34.43,NA
900,4.26,34.43,NA
1000,4.02,34.453,NA
1100,3.79,34.476,NA
1200,3.55,34.5,NA
1239,3.46,34.51,NA
0,16.18,33.87,NA
9,16.1,33.87,NA
10,16.1,33.869,NA
20,16.09,33.864,NA
26,16.09,33.86,NA
30,16.09,33.86,NA
49,16.09,33.86,NA
50,16.08,33.86,NA
75,15.88,33.86,NA
100,15.76,33.718,NA
102,15.75,33.71,NA
125,14.34,33.557,NA
150,12.41,33.481,NA
152,12.24,33.48,NA
200,9.72,33.735,NA
202,9.64,33.75,NA
250,9.08,34.055,NA
300,8.49,34.136,NA
306,8.42,34.16,NA
400,7.27,34.196,NA
410,7.15,34.2,NA
500,6.32,34.238,NA
600,5.61,34.282,NA
618,5.51,34.29,NA
700,5.11,34.33,NA
800,4.71,34.376,NA
900,4.4,34.415,NA
914,4.37,34.42,NA
1000,4.13,34.436,NA
1100,3.85,34.457,NA
1200,3.57,34.478,NA
1254,3.42,34.49,NA
0,16.9,34.05,NA
9,16.62,33.98,NA
10,16.62,33.978,NA
20,16.6,33.96,NA
26,16.59,33.95,NA
30,16.58,33.962,NA
49,16.53,34.02,NA
50,16.53,34.019,NA
75,16.43,33.963,NA
76,16.42,33.96,NA
100,16.26,33.932,NA
102,16.25,33.93,NA
125,16.1,33.898,NA
150,15.93,33.863,NA
152,15.92,33.86,NA
200,10.29,33.581,NA
202,10.03,33.58,NA
250,9.33,34.025,NA
300,8.59,34.121,NA
307,8.49,34.16,NA
400,7.09,34.049,NA
411,6.94,34.04,NA
500,6.2,34.103,NA
600,5.66,34.22,NA
621,5.59,34.25,NA
700,5.22,34.289,NA
800,4.8,34.323,NA
900,4.44,34.339,NA
918,4.38,34.34,NA
1000,4.13,34.348,NA
1100,3.82,34.359,NA
1200,3.51,34.371,NA
1263,3.31,34.38,NA
0,16.8,33.93,NA
9,16.82,33.96,NA
10,16.82,33.953,NA
20,16.8,33.883,NA
26,16.79,33.84,NA
30,16.77,33.853,NA
49,16.67,33.95,NA
50,16.67,33.949,NA
75,16.59,33.893,NA
76,16.59,33.89,NA
100,16.14,33.808,NA
102,16.09,33.8,NA
125,15.37,33.661,NA
150,14.23,33.538,NA
152,14.12,33.53,NA
200,10.57,33.677,NA
202,10.42,33.69,NA
250,8.85,33.875,NA
300,8.17,34.009,NA
306,8.15,34.02,NA
400,7,34.124,NA
411,6.9,34.13,NA
500,6.31,34.221,NA
600,5.86,34.312,NA
621,5.79,34.33,NA
700,5.4,34.4,NA
800,4.95,34.474,NA
900,4.53,34.532,NA
918,4.46,34.54,NA
1000,4.22,34.531,NA
1100,3.93,34.522,NA
1200,3.64,34.514,NA
1264,3.45,34.51,NA
0,17.1,33.95,NA
9,17.1,33.93,NA
10,17.1,33.93,NA
20,17.08,33.93,NA
25,17.07,33.93,NA
30,17.05,33.926,NA
48,16.99,33.91,NA
50,16.99,33.908,NA
74,16.94,33.89,NA
75,16.94,33.89,NA
99,16.57,33.86,NA
100,16.52,33.851,NA
125,14.95,33.654,NA
147,13.24,33.53,NA
150,13.03,33.539,NA
195,10.42,33.84,NA
200,10.38,33.893,NA
250,9.98,34.273,NA
294,9.63,34.38,NA
300,9.56,34.392,NA
392,8.47,34.45,NA
400,8.38,34.45,NA
500,7.29,34.442,NA
589,6.44,34.42,NA
600,6.36,34.423,NA
700,5.66,34.451,NA
800,5.1,34.484,NA
874,4.77,34.51,NA
900,4.68,34.512,NA
1000,4.35,34.519,NA
1100,4.01,34.528,NA
1200,3.67,34.539,NA
1212,3.63,34.54,NA
0,16.9,33.93,NA
9,16.9,33.98,NA
10,16.9,33.979,NA
20,16.86,33.947,NA
26,16.83,33.91,NA
30,16.81,33.894,NA
49,16.71,33.82,NA
50,16.69,33.821,NA
75,16.01,33.84,NA
100,15.69,33.725,NA
102,15.64,33.71,NA
125,13.62,33.554,NA
150,11.23,33.534,NA
151,11.13,33.53,NA
200,10.04,33.989,NA
201,10.04,34,NA
250,9.37,34.156,NA
300,8.89,34.173,NA
304,8.86,34.18,NA
400,8.05,34.301,NA
409,7.98,34.31,NA
500,7.21,34.34,NA
600,6.42,34.338,NA
617,6.29,34.34,NA
700,5.74,34.352,NA
800,5.17,34.372,NA
900,4.68,34.397,NA
913,4.62,34.4,NA
1000,4.35,34.439,NA
1100,4.04,34.485,NA
1200,3.72,34.533,NA
1256,3.55,34.56,NA
0,16.4,33.86,NA
9,16.51,33.91,NA
10,16.5,33.904,NA
20,16.45,33.85,NA
26,16.42,33.82,NA
30,16.36,33.826,NA
48,16.04,33.86,NA
50,16.02,33.849,NA
72,15.82,33.75,NA
75,15.81,33.741,NA
96,15.71,33.69,NA
100,15.69,33.695,NA
125,15.5,33.708,NA
143,15.92,33.87,NA
150,15.19,33.686,NA
191,14.41,33.58,NA
200,14.09,33.645,NA
250,12.26,34.022,NA
292,10.67,34.36,NA
300,10.48,34.338,NA
394,8.81,34.22,NA
400,8.72,34.221,NA
500,7.43,34.276,NA
594,6.51,34.38,NA
600,6.46,34.381,NA
700,5.7,34.407,NA
800,5.1,34.438,NA
886,4.7,34.47,NA
900,4.65,NA,NA
1000,4.33,NA,NA
1100,4,NA,NA
1200,3.67,NA,NA
1238,3.55,34.31,NA
0,16.15,33.64,NA
9,16.24,33.75,NA
10,16.23,33.76,NA
20,16.13,33.84,NA
26,16.04,33.87,NA
30,16.04,33.87,NA
48,16.03,33.87,NA
50,16.03,33.868,NA
74,16.05,33.62,NA
75,16.04,33.824,NA
99,15.66,33.75,NA
100,15.66,33.748,NA
125,15.55,33.761,NA
146,15.98,33.77,NA
150,15.44,33.692,NA
195,15.25,NA,NA
200,14.98,33.701,NA
250,12.24,33.779,NA
295,9.71,33.91,NA
300,9.67,33.924,NA
396,8.81,34.16,NA
400,8.76,34.16,NA
500,7.63,34.142,NA
600,6.51,34.07,NA
700,5.74,34.18,NA
800,5.11,34.303,NA
896,4.65,34.43,NA
900,4.64,34.43,NA
1000,4.31,34.425,NA
1100,3.98,34.422,NA
1200,3.65,34.42,NA
1244,3.5,34.42,NA
0,16.8,33.71,NA
10,16.61,NA,NA
20,16.58,33.606,NA
25,16.56,33.58,NA
30,16.54,33.583,NA
47,16.47,33.62,NA
50,16.47,33.623,NA
72,16.43,33.66,NA
75,16.37,33.656,NA
96,15.86,33.62,NA
100,15.86,33.625,NA
125,15.8,33.646,NA
142,16.48,33.82,NA
150,15.68,33.649,NA
189,15.37,33.62,NA
200,14.79,33.641,NA
250,12.09,33.808,NA
288,9.98,34.02,NA
300,9.87,34.095,NA
391,9.02,34.34,NA
400,8.91,34.349,NA
500,7.66,34.351,NA
593,6.52,34.36,NA
600,6.46,34.36,NA
700,5.68,34.365,NA
800,5.07,34.373,NA
895,4.64,34.38,NA
900,4.62,34.382,NA
1000,4.3,34.418,NA
1100,3.98,34.457,NA
1200,3.66,34.497,NA
1233,3.55,34.51,NA
0,16.1,33.77,NA
8,16.06,33.75,NA
10,16.04,33.75,NA
20,15.94,33.75,NA
22,15.92,33.75,NA
30,15.85,33.75,NA
41,15.74,33.75,NA
50,15.63,33.75,NA
63,15.45,33.75,NA
75,15.27,33.75,NA
83,15.14,33.75,NA
100,14.89,33.728,NA
121,14.2,33.6,NA
125,13.87,33.598,NA
150,11.79,33.661,NA
158,11.11,33.71,NA
200,10.67,34.177,NA
232,10.34,34.34,NA
250,10.13,34.39,NA
300,9.51,34.425,NA
304,9.46,34.43,NA
400,8.18,34.436,NA
450,7.55,34.42,NA
500,7.07,34.42,NA
600,6.24,34.42,NA
676,5.72,34.42,NA
700,5.57,34.423,NA
800,4.95,34.44,NA
900,4.32,34.463,NA
1000,3.7,34.491,NA
1057,3.34,34.51,NA
0,15.6,33.82,NA
8,15.63,33.78,NA
10,15.63,33.78,NA
20,15.64,33.78,NA
24,15.64,33.78,NA
30,15.53,33.78,NA
45,15.19,33.77,NA
50,15.12,33.759,NA
69,14.8,33.69,NA
75,14.62,33.65,NA
92,14.05,33.55,NA
100,13.76,33.575,NA
125,12.89,33.69,NA
136,10.56,33.78,NA
150,12.05,33.862,NA
180,11.09,34.14,NA
200,10.54,34.197,NA
250,9.42,34.282,NA
270,9.07,34.29,NA
300,8.75,34.313,NA
359,8.32,34.33,NA
400,7.9,34.33,NA
500,6.92,34.33,NA
539,6.54,34.33,NA
600,6.1,34.348,NA
700,5.47,34.381,NA
800,4.98,34.418,NA
806,4.95,34.42,NA
900,4.6,34.438,NA
1000,4.23,34.459,NA
1100,3.85,34.482,NA
1133,3.73,34.49,NA
0,15.65,33.89,NA
9,15.72,33.87,NA
10,15.72,33.866,NA
20,15.71,33.841,NA
21,15.71,33.84,NA
30,15.7,33.845,NA
39,15.69,33.86,NA
50,15.62,33.86,NA
55,15.59,33.86,NA
70,13.86,33.82,NA
75,15.62,33.86,NA
97,15.63,33.86,NA
100,15.62,33.854,NA
125,15.34,33.749,NA
128,15.28,33.73,NA
150,14.27,33.813,NA
200,11.69,34.17,NA
206,11.35,34.23,NA
250,10.39,34.368,NA
300,9.8,34.43,NA
303,9.78,34.43,NA
400,8.5,34.421,NA
500,7.4,34.34,NA
600,6.42,34.341,NA
700,5.6,34.356,NA
800,4.93,34.38,NA
801,4.92,34.38,NA
900,4.57,34.39,NA
1000,4.21,34.401,NA
1100,3.85,34.415,NA
1133,3.73,34.42,NA
0,15.5,33.68,NA
8,15.53,33.62,NA
10,15.53,33.624,NA
20,15.52,33.674,NA
22,15.52,33.69,NA
30,15.52,33.69,NA
41,15.52,33.69,NA
50,15.52,33.699,NA
62,15.52,33.71,NA
75,15.31,33.752,NA
82,15.19,33.8,NA
100,13.39,33.627,NA
119,11.31,33.49,NA
125,11.02,33.527,NA
150,10.28,33.751,NA
156,10.22,33.82,NA
200,10.16,34.145,NA
231,10.11,34.25,NA
250,9.95,34.283,NA
300,9.45,34.306,NA
305,9.39,34.31,NA
400,8.49,34.363,NA
452,8,34.38,NA
500,7.53,34.37,NA
600,6.63,34.349,NA
681,5.95,34.33,NA
700,5.85,34.339,NA
800,5.33,34.389,NA
900,4.8,34.442,NA
983,4.37,34.49,NA
0,14,33.55,NA
7,14.17,33.49,NA
10,14.17,33.499,NA
20,14.16,33.527,NA
21,14.16,33.53,NA
30,14.15,33.53,NA
40,14.14,33.53,NA
50,13.87,33.534,NA
60,13.38,33.55,NA
75,12.02,33.631,NA
80,11.58,33.66,NA
100,11.43,33.607,NA
114,11.32,33.57,NA
125,11.21,33.677,NA
141,11.04,33.87,NA
150,10.91,33.948,NA
